# LFW Attribute Values v1.2 - lfw_attributes.txt - http://www.cs.columbia.edu/CAVE/projects/faceverification
#	person	imagenum	Male	Asian	White	Black	Baby	Child	Youth	Middle Aged	Senior	Black Hair	Blond Hair	Brown Hair	Bald	No Eyewear	Eyeglasses	Sunglasses	Mustache	Smiling	Frowning	Chubby	Blurry	Harsh Lighting	Flash	Soft Lighting	Outdoor	Curly Hair	Wavy Hair	Straight Hair	Receding Hairline	Bangs	Sideburns	Fully Visible Forehead	Partially Visible Forehead	Obstructed Forehead	Bushy Eyebrows	Arched Eyebrows	Narrow Eyes	Eyes Open	Big Nose	Pointy Nose	Big Lips	Mouth Closed	Mouth Slightly Open	Mouth Wide Open	Teeth Not Visible	No Beard	Goatee	Round Jaw	Double Chin	Wearing Hat	Oval Face	Square Face	Round Face	Color Photo	Posed Photo	Attractive Man	Attractive Woman	Indian	Gray Hair	Bags Under Eyes	Heavy Makeup	Rosy Cheeks	Shiny Skin	Pale Skin	5 o' Clock Shadow	Strong Nose-Mouth Lines	Wearing Lipstick	Flushed Face	High Cheekbones	Brown Eyes	Wearing Earrings	Wearing Necktie	Wearing Necklace
Aaron Eckhart	1	1.56834639173	-1.88904271738	1.73720324618	-0.929728671614	-1.4717994909	-0.195580416696	-0.835609388667	-0.351468332141	-1.01253348522	-0.719593319061	-0.632400663502	0.464839153939	-0.973528328799	1.56518551138	-1.29670421719	-1.54271878921	-0.684671060805	-0.864989670524	0.76688573774	-0.218952102857	-1.65566546684	-0.787043915291	-0.599664927461	0.458518580099	0.1897596683	0.851554669872	-0.385720388897	-0.497719222187	-0.161149044729	-0.25751432601	-0.0888388089788	0.455468790136	-0.839211431403	-0.0229481172569	-0.922567662796	-0.114538586108	1.46122165091	1.75848095942	0.0688935153644	1.26785977543	-1.12024419679	0.917616524376	-1.30795658065	-1.50041333023	1.02922066901	0.832362932111	-0.498656998427	0.251364993624	-0.705281306212	-0.515715482239	0.374239188976	-0.168674595709	-0.614143271487	3.09770263624	1.52385816838	0.779277999669	-0.0714539213939	-1.24648342154	-0.76928347674	-0.725596699772	-1.82061027862	-2.07297656641	-0.960758740847	0.361737685257	1.16611821063	-1.16491625494	-1.13999038432	-2.37174572455	-1.29993198905	-0.414681760268	-1.1449020909	0.694007237055	-0.826608788807
Aaron Guiel	1	0.169850615079	-0.9824078298	0.422709344724	-1.28218444066	-1.36005999796	-0.867001510546	-0.45229265405	-0.197520738279	-0.956073046658	-0.802106525403	-0.736883019349	0.294554304216	-1.27764713376	0.95477088461	-0.990991854047	-1.16735850503	-0.83514604497	0.798544268921	-0.971678536001	0.342825883931	-1.32256184017	0.962937279485	-1.19936329824	-0.157306858225	0.443223864039	-0.00288155806399	-0.0211583900293	-0.226562576584	-0.0810385892617	-0.827201916484	-0.106624294025	1.22759371328	-0.812223054077	-1.24125787846	0.0962724582428	-0.4045435044	0.32591852997	0.474452358604	1.13535949237	0.0587247173045	0.611175959505	-1.17251028284	0.428512003215	-0.874235053954	-1.19156451444	0.192359075355	-0.204165914866	0.342347000895	0.239512219774	-1.47469040233	0.236057105309	-0.565208399216	-0.712541538523	2.99707627363	-0.273305759119	-0.187721706702	-0.604608482776	-1.32170093568	-0.938558989147	0.494294491446	-0.659043168968	-1.14374681565	-0.775721833113	-0.832036380098	-0.397680027246	0.874160103001	-0.945431057978	-0.268648623951	-0.00624408064799	-0.0304056925377	-0.480128381674	0.666759772228	-0.496558800435
Aaron Patterson	1	0.997748978625	-1.36419463748	-0.157376927297	-0.756447251994	-1.89182505036	-0.87152602607	-0.862893308853	0.0314446531456	-1.34152295494	-0.0900374885122	-1.20072546722	-0.332460195946	-0.537006417334	1.29836399866	-1.49847119745	-1.28582334941	1.14174165431	0.172817484002	0.106412089631	-0.788843002003	0.349295353266	-1.64371594869	0.454287433947	1.18945756037	-0.688414064597	-0.590574328946	-0.266672886189	0.467224077346	0.567348333084	-1.71910100907	0.124666691797	1.60274145814	-0.659399105992	-1.7537616053	1.20447343826	0.0221883756845	-1.13544276804	1.70285701537	-0.422143801135	0.587859199153	0.414362867222	0.344447478056	-1.26045130216	-0.577746346924	0.405567073834	-1.91654528379	0.921260295304	0.247436704738	-0.4284513959	-0.772273338357	0.370673075034	-0.509596298842	-0.768481995141	1.70689701019	0.126523976738	-0.497001028198	-0.393041978339	-0.178306935845	-1.1802267439	-0.596914490833	-1.80538247092	-0.951643406892	-0.838087417542	1.54974268112	1.88474515371	-0.999765023736	-1.3598581042	-1.91210796401	-1.09563421851	0.915125965207	-0.572332382954	0.144261972973	-0.84123127649
Aaron Peirsol	1	1.12271853446	-1.99779909564	1.91614437179	-2.51421429402	-2.58007139867	-1.40423935631	0.057551079477	0.000195881567807	-1.27351176256	-1.43146224608	-0.0705187622747	-0.33923864402	-2.00414944689	0.665694950342	-0.775940385642	-1.47162908339	-1.17907991578	0.563327280416	-0.664428541937	-1.40792813233	0.435594119792	-0.589987923681	-1.60349837846	1.17074082314	0.760103210296	0.211497967133	-0.516180321472	-1.33114623282	0.202839683836	0.149644776334	-0.046429612354	0.640885073388	-0.107615735848	-0.831271045612	-0.827004573553	-0.588724809097	0.429254705025	1.58766441509	0.499086141956	-0.0568691636225	-0.866642909756	-0.95968887997	0.350729937273	-1.33535414862	-0.427889677878	0.826817153515	-0.256779421679	0.149751104659	-1.20153137751	-1.08391687413	0.255363468848	-0.650423019316	-0.506292732963	1.10159231815	0.64078323912	1.57502827776	-0.484396724644	-1.55968231935	-1.43712369413	0.37936300285	-0.648233451093	-2.25735171759	-1.07561269561	0.567822023847	-0.176088957461	1.10812479108	-1.60094409268	-3.26461275672	0.813418335935	0.30863081628	-0.848693270575	0.475941175723	-0.447025051151
Aaron Peirsol	2	1.07821423781	-2.00809831161	1.67621103655	-2.2780559446	-2.65184543714	-1.34840776272	0.649089348664	0.0176564027753	-1.88911117008	-1.85721274169	-0.568056876713	0.840375172105	-1.98126920929	1.66671001116	-0.910723410402	-1.99350933975	-0.871334969156	0.507786460915	-0.488946636787	-0.886489888727	-0.990131832196	-0.75081327101	-0.378478666175	0.583085632685	-1.47960267898	0.250184727343	-0.38112304548	-0.61199103242	-0.143090577304	-1.07275988807	0.43209396266	1.08919285242	-0.470928661825	-1.17712410289	-0.111312751227	-0.154602526203	-1.0315082548	2.39245818882	-0.19157645761	1.2279032724	-1.38179742097	-1.52885140882	0.90796350999	-1.32428788117	-0.934644359205	0.686994692207	-0.149300693668	0.0336262689499	-0.911137660105	-1.24109244095	0.904176737805	-0.309967224321	-1.03889207091	3.75811845298	1.05836521801	1.50214961782	-0.649714863778	-1.07294353889	-1.7783162834	-0.077124435763	-0.743271427817	-3.30070920476	-0.7792193783	-1.46147431539	-0.955282684761	0.119113361315	-1.12817571921	-3.16104814248	0.0826804119045	-0.439613851533	-0.359859014792	-0.760773908824	-0.410151910322
Aaron Peirsol	3	0.850491041965	-1.48208135125	1.90851688105	-1.87364533911	-3.22993445923	-0.864006209799	0.313819768331	-0.352679863561	-1.55928923422	-1.91458742347	-0.183773687226	-0.611103879557	-1.125585939	1.88154758868	-1.42656411965	-2.02517413867	-1.08597583721	1.32771036015	-1.49901539583	-1.08209973111	-1.51491472808	-0.619490810775	-0.724843840906	0.239398378719	-0.00587800555605	0.861120636626	0.281810645017	-0.896384065286	0.503859687666	-0.665195417173	-0.0108389294193	1.01640965277	-0.507267928181	-0.71219222935	-0.395028902724	-0.543324508128	1.09159302641	1.88456281766	0.35562353855	0.241286744183	-0.829592509134	-0.724306266564	1.19546311701	-1.81329608344	-0.788423953991	0.73935349513	-0.856222246429	-0.104317725764	-0.911016184692	-0.821423131347	-0.227976136404	-0.214094514846	-0.91416061305	0.48495446879	2.05128151248	1.16484225068	-0.0113163033416	-1.47652386187	-1.78473183855	1.32261576484	-0.465063827095	-3.41187195938	-0.93504333314	1.77547071238	-1.06350499158	1.35434503778	-0.960132596086	-5.35464017794	1.15001796384	-0.142195379775	-0.672724880573	0.886693660341	-0.154051321778
Aaron Peirsol	4	0.944548239019	-1.3772240195	1.2990556552	-1.40533613558	-1.86232612543	-0.502664270915	-0.486290308422	0.0150015597884	-0.89247788381	-0.586614952927	-0.578652336377	0.00809665409689	-1.47885961339	2.28823443171	-0.795082780228	-1.65275530085	-0.999469059967	-1.25100481651	1.18959726933	-0.516286343425	-0.684159174982	-0.343478241518	-1.22713573046	0.756459025136	-0.328009120631	1.69043314469	-0.400995385035	-1.12713884013	0.685495937266	-0.618741800692	0.104503118859	1.16725309604	-0.831819415087	-0.865512627916	0.376117897603	-0.924331452988	1.81562917324	0.385260190447	-0.154357604458	0.820813101262	0.104254595403	-1.51840967396	0.559507567858	-0.645737166837	0.0481367165132	0.623666725724	-0.388866636262	0.11970378439	-0.368929754453	-1.68698701809	0.178891462818	-0.234473076294	-0.961874799158	0.293787702704	0.1237222503	0.329415595102	-0.863598635453	-1.62817472904	-1.00674836152	-0.593150968516	-0.651477763408	-3.73207552599	-1.02098525261	0.155762805571	-0.0333256910852	-0.869705410754	-0.942216369304	-3.7761522205	-1.02830187205	0.0992852536794	-0.335493489563	0.185644266856	-0.671965611888
Aaron Pena	1	1.5946711165	-1.504430933	0.441401436703	-1.77174635029	-2.44985041517	-1.10596731649	-0.0425912454936	-0.13643724838	-1.00851038368	0.653293546141	-1.05464956541	0.1400902223	-0.992838643606	1.28668949716	-1.64723882409	-1.54433828953	-1.06408562631	-0.939041076227	1.07017192899	0.393881276519	-0.226297624218	0.977519629431	0.467644075127	-0.0343907426155	-1.80257691346	0.581171332558	-0.397856477288	-0.353206521922	-0.401197621169	-0.767375070869	-0.139803592165	-0.527603927666	0.147987932329	-0.960355136143	0.956248375203	-1.40873500597	-0.238070937267	2.29736440761	0.061418905666	1.07433027822	-0.460882031091	-1.98860728368	1.18745270345	-0.544106029336	-1.08539427595	0.494695762629	-0.0557129936739	-0.140553148393	-0.288511597669	-0.715018693713	0.555763077736	-0.505857127188	-0.731868362956	4.77806917691	0.356773503935	0.0696783086436	-0.73387443727	-0.676234169918	-0.806291793251	-0.929817877934	-0.800400475794	-1.3746954794	-0.766160891591	-3.25802607188	0.128690682004	-1.57323935513	-1.10213863147	-1.12391300643	-1.39416757991	1.52065175529	-0.487475080969	0.601967909929	-0.617697565769
Aaron Sorkin	1	0.286489110466	-1.9035068713	0.697239427141	-1.85985361868	-1.44024960308	-1.55242548594	0.102555370757	-0.191471045015	-0.726333140922	-0.226157020286	-0.960941701871	0.883486022608	-1.54019181655	2.03712065944	-1.79367275946	-1.0628395882	-0.815287240259	1.04339485628	-1.03925636028	-0.336565838433	-0.955971765186	-0.326699897938	-0.602744475294	-0.0301017945894	0.0609864021921	-0.185389594866	-1.0439768391	0.110099258062	-1.12500066055	0.888271790334	0.117369810356	-0.945099821269	-0.427190883285	-0.219541480957	-0.211101555595	0.169995655712	0.980863522678	0.141318151619	0.689053626443	0.769909695425	-0.903776733421	-1.11681243783	-0.215056807607	-0.0207794752598	-1.0358878084	0.153006225743	-0.219806962191	0.181432096076	-0.286476039079	-1.05325917865	-0.149978606559	-0.753525171244	-0.444840225107	3.29466471048	-0.313387343269	0.155056477313	-0.671934812575	-0.37623197604	-1.48105192477	0.28595544972	-0.66283057286	-2.58490379804	-0.39815570774	-1.41784459759	-0.483956404188	0.71748315173	-0.288405078966	-2.29545016007	0.937971192603	1.23307225678	-0.632812089091	0.00999485126513	-0.144264984054
Aaron Sorkin	2	0.663497024684	-1.03693682621	0.461610352546	-2.49852970215	-2.81592699003	-1.63779354075	-0.201480062845	-0.134940561697	-1.32816127577	-0.712720824486	-1.0464275077	0.751970580497	-1.07845324787	0.508051856361	-0.955830689951	-1.39705446989	-0.39378909688	1.27319271779	-0.921498617029	-1.19206878025	-0.650999323254	-0.0646937077082	-1.16104001342	0.474989163026	0.680129314807	-0.13407616043	-0.957666385186	0.815776152816	-0.771003076353	-0.712387649236	-0.310099390416	-0.598793819876	-0.413882507453	-0.998702190454	-0.145115431105	-0.972335060487	0.791310623016	1.37848554473	1.32976373774	-0.164917986653	-0.0251796436229	-0.119012270773	-0.277202955544	-0.77607415421	-0.735357172037	-0.533106586135	-0.0279679937559	-0.00688656252578	-0.85884178751	-1.03421916083	0.0417565295058	-0.431963915825	-0.884496484975	2.59033106932	0.898710411003	0.4724710195	-0.892174498195	-0.419688968566	-1.57619563691	1.68762182508	-0.783839701966	-0.441403343391	-1.19934533145	1.43291069531	0.771418602804	1.59548515604	-0.697505415742	-2.51197465923	0.981240146568	0.424768226178	-0.518236408451	-0.306921018054	0.348491708849
